Player Name,WAR,playerID,Year
Jim Thome,7.4,thomeji01,2002
Roberto Alomar,7.3,alomaro01,2001
Barry Bonds,11.9,bondsba01,2001
Bret Boone,8.8,boonebr01,2001
Jason Giambi,9.2,giambja01,2001
Luis Gonzalez,7.9,gonzalu03,2001
Todd Helton,7.8,heltoto01,2001
Alex Rodriguez,8.3,rodrial01,2001
Sammy Sosa,10.3,sosasa01,2001
Ichiro Suzuki,7.7,suzukic01,2001
Larry Walker,7.8,walkela01,2001
Barry Bonds,7.7,bondsba01,2000
Carlos Delgado,7.3,delgaca01,2000
Darin Erstad,8.4,erstada01,2000
Nomar Garciaparra,7.4,garcino01,2000
Jason Giambi,7.8,giambja01,2000
Troy Glaus,7.8,glaustr01,2000
Todd Helton,8.9,heltoto01,2000
Andruw Jones,8.2,jonesan01,2000
Alex Rodriguez,10.4,rodrial01,2000
Roberto Alomar,7.4,alomaro01,1999
Jeff Bagwell,7.4,bagweje01,1999
Derek Jeter,8,jeterde01,1999
Manny Ramirez,7.3,ramirma02,1999
Barry Bonds,8.1,bondsba01,1998
Vladimir Guerrero,7.4,guerrvl02,1998
Derek Jeter,7.5,jeterde01,1998
Andruw Jones,7.4,jonesan01,1998
Mark McGwire,7.5,mcgwima01,1998
John Olerud,7.6,olerujo01,1998
Alex Rodriguez,8.5,rodrial01,1998
Jeff Bagwell,7.7,bagweje01,1997
Craig Biggio,9.4,biggicr01,1997
Barry Bonds,8.2,bondsba01,1997
Ken Griffey,9.1,griffke02,1997
Mike Piazza,8.7,piazzmi01,1997
Frank Thomas,7.3,thomafr04,1997
Larry Walker,9.8,walkela01,1997
Jeff Bagwell,7.5,bagweje01,1996
Barry Bonds,9.7,bondsba01,1996
Ellis Burks,7.9,burksel01,1996
Ken Caminiti,7.6,caminke01,1996
Bernard Gilkey,8.1,gilkebe01,1996
Ken Griffey,9.7,griffke02,1996
Chuck Knoblauch,8.7,knoblch01,1996
Alex Rodriguez,9.4,rodrial01,1996
Jim Thome,7.5,thomeji01,1996
Barry Bonds,7.5,bondsba01,1995
John Valentin,8.3,valenjo02,1995
Jeff Bagwell,8.2,bagweje01,1994
Barry Bonds,9.9,bondsba01,1993
Ken Griffey,8.8,griffke02,1993
Kenny Lofton,7.6,loftoke01,1993
John Olerud,7.8,olerujo01,1993
Barry Bonds,9,bondsba01,1992
Ryne Sandberg,7.8,sandbry01,1992
Barry Bonds,8,bondsba01,1991
Cal Ripken,11.5,ripkeca99,1991
Barry Bonds,9.7,bondsba01,1990
Lenny Dykstra,8.9,dykstle01,1990
Rickey Henderson,9.9,henderi01,1990
Cal Ripken,7.5,ripkeca99,1990
Wade Boggs,8.4,boggswa01,1989
Barry Bonds,8,bondsba01,1989
Will Clark,8.6,clarkwi02,1989
Rickey Henderson,8.7,henderi01,1989
Lonnie Smith,8.8,smithlo01,1989
Ozzie Smith,7.3,smithoz01,1989
Wade Boggs,8.3,boggswa01,1988
Jose Canseco,7.3,cansejo01,1988
Mike Greenwell,7.5,greenmi01,1988
Kirby Puckett,7.8,puckeki01,1988
Wade Boggs,8.3,boggswa01,1987
Eric Davis,7.9,daviser01,1987
Tony Gwynn,8.6,gwynnto02,1987
Dale Murphy,7.7,murphda05,1987
Alan Trammell,8.2,trammal01,1987
Jesse Barfield,7.6,barfije01,1986
Wade Boggs,8.1,boggswa01,1986
Wade Boggs,9.1,boggswa01,1985
George Brett,8.3,brettge01,1985
Pedro Guerrero,8,guerrpe01,1985
Rickey Henderson,9.9,henderi01,1985
Willie McGee,8.2,mcgeewi01,1985
Tim Raines,7.6,raineti02,1985
Gary Carter,7.5,cartega01,1984
Lloyd Moseby,7.3,mosebll01,1984
Cal Ripken,10,ripkeca99,1984
Ryne Sandberg,8.5,sandbry01,1984
Wade Boggs,7.8,boggswa01,1983
Cal Ripken,8.2,ripkeca99,1983
Dickie Thon,7.4,thondi01,1983
Robin Yount,7.3,yountro01,1983
Gary Carter,8.6,cartega01,1982
Andre Dawson,7.9,dawsoan01,1982
Doug DeCinces,7.6,decindo01,1982
Mike Schmidt,7.4,schmimi01,1982
Robin Yount,10.6,yountro01,1982
Andre Dawson,7.5,dawsoan01,1981
Mike Schmidt,7.7,schmimi01,1981
George Brett,9.4,brettge01,1980
Rickey Henderson,8.8,henderi01,1980
Mike Schmidt,8.9,schmimi01,1980
Willie Wilson,8.5,wilsowi02,1980
George Brett,8.6,brettge01,1979
Keith Hernandez,7.6,hernake01,1979
Fred Lynn,8.9,lynnfr01,1979
Darrell Porter,7.6,porteda02,1979
Mike Schmidt,7.9,schmimi01,1979
Dave Winfield,8.3,winfida01,1979
Amos Otis,7.4,otisam01,1978
Jim Rice,7.6,riceji01,1978
George Brett,7.6,brettge01,1977
Rod Carew,9.7,carewro01,1977
George Foster,8.4,fostege01,1977
Dave Parker,7.4,parkeda01,1977
Mike Schmidt,8.9,schmimi01,1977
George Brett,7.5,brettge01,1976
Joe Morgan,9.6,morgajo02,1976
Graig Nettles,8,nettlgr01,1976
Mike Schmidt,8,schmimi01,1976
Rod Carew,7.8,carewro01,1975
Bobby Grich,7.3,grichbo01,1975
Fred Lynn,7.4,lynnfr01,1975
Joe Morgan,11,morgajo02,1975
Mike Schmidt,7.7,schmimi01,1975
Johnny Bench,7.8,benchjo01,1974
Rod Carew,7.5,carewro01,1974
Bobby Grich,7.3,grichbo01,1974
Joe Morgan,8.6,morgajo02,1974
Mike Schmidt,9.8,schmimi01,1974
Jim Wynn,7.7,wynnji01,1974
Bobby Bonds,7.8,bondsbo01,1973
Cesar Cedeno,7.4,cedence01,1973
Darrell Evans,9,evansda01,1973
Bobby Grich,8.3,grichbo01,1973
Reggie Jackson,7.8,jacksre01,1973
Joe Morgan,9.3,morgajo02,1973
Pete Rose,8.3,rosepe02,1973
Dick Allen,8.6,allendi01,1972
Johnny Bench,8.6,benchjo01,1972
Cesar Cedeno,8,cedence01,1972
Carlton Fisk,7.3,fiskca01,1972
Joe Morgan,9.3,morgajo02,1972
Bobby Murcer,8.2,murcebo01,1972
Graig Nettles,7.5,nettlgr01,1971
Willie Stargell,7.9,stargwi01,1971
Johnny Bench,7.4,benchjo01,1970
Jim Fregosi,7.7,fregoji01,1970
Tommy Harper,7.4,harpeto01,1970
Carl Yastrzemski,9.5,yastrca01,1970
Henry Aaron,8,aaronha01,1969
Sal Bando,8.3,bandosa01,1969
Roberto Clemente,7.5,clemero01,1969
Reggie Jackson,9.2,jacksre01,1969
Willie McCovey,8.1,mccovwi01,1969
Rico Petrocelli,10,petrori01,1969
Frank Robinson,7.5,robinfr02,1969
Roberto Clemente,8.2,clemero01,1968
Brooks Robinson,8.4,robinbr01,1968
Carl Yastrzemski,10.5,yastrca01,1968
Henry Aaron,8.5,aaronha01,1967
Roberto Clemente,8.9,clemero01,1967
Al Kaline,7.5,kalinal01,1967
Brooks Robinson,7.7,robinbr01,1967
Ron Santo,9.8,santoro01,1967
Carl Yastrzemski,12.5,yastrca01,1967
Henry Aaron,7.9,aaronha01,1966
Dick Allen,7.5,allendi01,1966
Roberto Clemente,8.2,clemero01,1966
Willie Mays,9,mayswi01,1966
Frank Robinson,7.7,robinfr02,1966
Ron Santo,8.9,santoro01,1966
Henry Aaron,7.9,aaronha01,1965
Willie Mays,11.2,mayswi01,1965
Ron Santo,7.7,santoro01,1965
Billy Williams,7.7,willibi02,1965
Jim Wynn,7.4,wynnji01,1965
Dick Allen,8.8,allendi01,1964
Willie Davis,8.3,daviswi02,1964
Jim Fregosi,7.9,fregoji01,1964
Ron Hansen,7.7,hansero02,1964
Willie Mays,11,mayswi01,1964
Brooks Robinson,8.1,robinbr01,1964
Frank Robinson,7.9,robinfr02,1964
Ron Santo,8.9,santoro01,1964
Henry Aaron,9.1,aaronha01,1963
Bob Allison,7.4,allisbo01,1963
Johnny Callison,8.1,callijo01,1963
Eddie Mathews,8,matheed01,1963
Willie Mays,10.6,mayswi01,1963
Henry Aaron,8.5,aaronha01,1962
Willie Mays,10.5,mayswi01,1962
Frank Robinson,8.7,robinfr02,1962
Henry Aaron,9.4,aaronha01,1961
Ken Boyer,8,boyerke01,1961
Norm Cash,9.2,cashno01,1961
Rocky Colavito,7.6,colavro01,1961
Al Kaline,8.4,kalinal01,1961
Mickey Mantle,10.4,mantlmi01,1961
Eddie Mathews,7.3,matheed01,1961
Willie Mays,8.7,mayswi01,1961
Vada Pinson,7.5,pinsova01,1961
Frank Robinson,7.7,robinfr02,1961
Henry Aaron,8,aaronha01,1960
Ernie Banks,7.9,bankser01,1960
Roger Maris,7.5,marisro01,1960
Eddie Mathews,7.3,matheed01,1960
Willie Mays,9.5,mayswi01,1960
Henry Aaron,8.6,aaronha01,1959
Ernie Banks,10.2,bankser01,1959
Ken Boyer,7.4,boyerke01,1959
Eddie Mathews,8.2,matheed01,1959
Willie Mays,7.8,mayswi01,1959
Henry Aaron,7.3,aaronha01,1958
Ernie Banks,9.3,bankser01,1958
Mickey Mantle,8.7,mantlmi01,1958
Willie Mays,10.2,mayswi01,1958
Henry Aaron,8,aaronha01,1957
Nellie Fox,7.9,foxne01,1957
Mickey Mantle,11.3,mantlmi01,1957
Eddie Mathews,7.4,matheed01,1957
Willie Mays,8.3,mayswi01,1957
Ted Williams,9.7,willite01,1957
Mickey Mantle,11.2,mantlmi01,1956
Willie Mays,7.6,mayswi01,1956
Duke Snider,7.6,snidedu01,1956
Ernie Banks,8.1,bankser01,1955
Al Kaline,8.2,kalinal01,1955
Mickey Mantle,9.5,mantlmi01,1955
Willie Mays,9.2,mayswi01,1955
Duke Snider,8.6,snidedu01,1955
Ted Kluszewski,7.7,kluszte01,1954
Eddie Mathews,7.7,matheed01,1954
Willie Mays,10.5,mayswi01,1954
Minnie Minoso,8.2,minosmi01,1954
Duke Snider,8.1,snidedu01,1954
Ted Williams,7.5,willite01,1954
Eddie Mathews,8,matheed01,1953
Stan Musial,7.6,musiast01,1953
Al Rosen,10.2,rosenal01,1953
Duke Snider,9.1,snidedu01,1953
Stan Musial,7.5,musiast01,1952
Jackie Robinson,8.4,robinja02,1952
Ralph Kiner,8,kinerra01,1951
Stan Musial,8.8,musiast01,1951
Jackie Robinson,9.7,robinja02,1951
Jackie Robinson,7.4,robinja02,1950
Eddie Stanky,8.2,stanked01,1950
Ralph Kiner,8.1,kinerra01,1949
Stan Musial,9.1,musiast01,1949
Pee Wee Reese,7.4,reesepe01,1949
Jackie Robinson,9.3,robinja02,1949
Ted Williams,9,willite01,1949
Lou Boudreau,10.4,boudrlo01,1948
Stan Musial,11.3,musiast01,1948
Ted Williams,8.3,willite01,1948
Lou Boudreau,7.3,boudrlo01,1947
Ralph Kiner,8.1,kinerra01,1947
Johnny Mize,7.5,mizejo01,1947
Ted Williams,9.5,willite01,1947
Stan Musial,9.3,musiast01,1946
Ted Williams,10.6,willite01,1946
Tommy Holmes,8.4,holmeto01,1945
Snuffy Stirnweiss,8.8,stirnsn01,1945
Lou Boudreau,8,boudrlo01,1944
Stan Musial,8.9,musiast01,1944
Snuffy Stirnweiss,8.6,stirnsn01,1944
Luke Appling,7.4,applilu01,1943
Lou Boudreau,8.1,boudrlo01,1943
Stan Musial,9.5,musiast01,1943
Joe Gordon,7.7,gordojo01,1942
Ted Williams,10.5,willite01,1942
Joe DiMaggio,9.3,dimagjo01,1941
Pete Reiser,8,reisepe01,1941
Ted Williams,10.4,willite01,1941
Johnny Mize,7.4,mizejo01,1940
Joe DiMaggio,8.3,dimagjo01,1939
Johnny Mize,7.5,mizejo01,1939
Jimmie Foxx,7.5,foxxji01,1938
Mel Ott,8.9,ottme01,1938
Arky Vaughan,8.9,vaughar01,1938
Joe DiMaggio,8.4,dimagjo01,1937
Lou Gehrig,8.2,gehrilo01,1937
Charlie Gehringer,7.8,gehrich01,1937
Hank Greenberg,7.6,greenha01,1937
Joe Medwick,8.4,medwijo01,1937
Lou Gehrig,9.7,gehrilo01,1936
Charlie Gehringer,7.9,gehrich01,1936
Mel Ott,7.8,ottme01,1936
Arky Vaughan,8,vaughar01,1936
Jimmie Foxx,8,foxxji01,1935
Lou Gehrig,8.3,gehrilo01,1935
Charlie Gehringer,8.6,gehrich01,1935
Hank Greenberg,7.5,greenha01,1935
Arky Vaughan,9.8,vaughar01,1935
Jimmie Foxx,8.4,foxxji01,1934
Lou Gehrig,10,gehrilo01,1934
Charlie Gehringer,8.9,gehrich01,1934
Arky Vaughan,7.3,vaughar01,1934
Jimmie Foxx,9,foxxji01,1933
Charlie Gehringer,7.3,gehrich01,1933
Chuck Klein,8,kleinch01,1933
Jimmie Foxx,10.4,foxxji01,1932
Lou Gehrig,8.2,gehrilo01,1932
Chuck Klein,7.5,kleinch01,1932
Mel Ott,8.3,ottme01,1932
Babe Ruth,8.5,ruthba01,1932
Bill Terry,7.7,terrybi01,1932
Lou Gehrig,8.6,gehrilo01,1931
Babe Ruth,10.5,ruthba01,1931
Al Simmons,7.4,simmoal01,1931
Joe Cronin,8.5,cronijo01,1930
Lou Gehrig,9.6,gehrilo01,1930
Babe Ruth,10.3,ruthba01,1930
Al Simmons,7.8,simmoal01,1930
Bill Terry,7.9,terrybi01,1930
Hack Wilson,7.4,wilsoha01,1930
Jimmie Foxx,7.9,foxxji01,1929
Lou Gehrig,7.5,gehrilo01,1929
Rogers Hornsby,10.6,hornsro01,1929
Tony Lazzeri,7.8,lazzeto01,1929
Lefty O'Doul,7.4,odoulle01,1929
Babe Ruth,8.1,ruthba01,1929
Al Simmons,7.9,simmoal01,1929
Lou Gehrig,9.5,gehrilo01,1928
Goose Goslin,7.5,gosligo01,1928
Rogers Hornsby,8.9,hornsro01,1928
Heinie Manush,7.3,manushe01,1928
Babe Ruth,10.2,ruthba01,1928
Frankie Frisch,9.4,friscfr01,1927
Lou Gehrig,11.9,gehrilo01,1927
Rogers Hornsby,10.2,hornsro01,1927
Babe Ruth,12.6,ruthba01,1927
Babe Ruth,11.4,ruthba01,1926
Rogers Hornsby,10.2,hornsro01,1925
Frankie Frisch,7.5,friscfr01,1924
Rogers Hornsby,12.1,hornsro01,1924
Babe Ruth,11.4,ruthba01,1924
Harry Heilmann,9.3,heilmha01,1923
Babe Ruth,14.1,ruthba01,1923
Joe Sewell,7.5,seweljo01,1923
Tris Speaker,9.1,speaktr01,1923
Ken Williams,7.7,willike02,1923
Rogers Hornsby,10.1,hornsro01,1922
George Sisler,8.7,sislege01,1922
Ken Williams,7.9,willike02,1922
Dave Bancroft,7.4,bancrda01,1921
Rogers Hornsby,10.8,hornsro01,1921
Babe Ruth,12.8,ruthba01,1921
Eddie Collins,7.9,collied02,1920
Rogers Hornsby,9.6,hornsro01,1920
Joe Jackson,7.5,jacksjo01,1920
Babe Ruth,11.9,ruthba01,1920
George Sisler,9.7,sislege01,1920
Tris Speaker,8.6,speaktr01,1920
Babe Ruth,9.1,ruthba01,1919
Ray Chapman,7.8,chapmra01,1917
Ty Cobb,11.3,cobbty01,1917
Art Fletcher,7.4,fletcar01,1917
Rogers Hornsby,9.9,hornsro01,1917
Tris Speaker,7.7,speaktr01,1917
Ty Cobb,8,cobbty01,1916
Tris Speaker,8.7,speaktr01,1916
Ty Cobb,9.5,cobbty01,1915
Eddie Collins,9.4,collied02,1915
Home Run Baker,7.3,bakerfr01,1914
Eddie Collins,9.1,collied02,1914
Benny Kauff,7.8,kauffbe01,1914
Tris Speaker,10,speaktr01,1914
Home Run Baker,7.9,bakerfr01,1913
Ty Cobb,7.4,cobbty01,1913
Eddie Collins,9,collied02,1913
Joe Jackson,7.6,jacksjo01,1913
Tris Speaker,8.5,speaktr01,1913
Home Run Baker,9.3,bakerfr01,1912
Ty Cobb,9.2,cobbty01,1912
Eddie Collins,8.9,collied02,1912
Joe Jackson,9.6,jacksjo01,1912
Tris Speaker,10.2,speaktr01,1912
Honus Wagner,8,wagneho01,1912
Ty Cobb,10.7,cobbty01,1911
Joe Jackson,9.2,jacksjo01,1911
Ty Cobb,10.5,cobbty01,1910
Eddie Collins,10.5,collied02,1910
Nap Lajoie,9.8,lajoina01,1910
Tris Speaker,7.7,speaktr01,1910
Ty Cobb,9.9,cobbty01,1909
Eddie Collins,9.7,collied02,1909
Honus Wagner,9.2,wagneho01,1909
Nap Lajoie,7.9,lajoina01,1908
Joe Tinker,7.9,tinkejo01,1908
Honus Wagner,11.5,wagneho01,1908
Nap Lajoie,7.6,lajoina01,1907
Honus Wagner,9,wagneho01,1907
Frank Chance,7.3,chancfr01,1906
Art Devlin,7.9,devliar01,1906
Nap Lajoie,10,lajoina01,1906
George Stone,8.8,stonege02,1906
Terry Turner,9.3,turnete01,1906
Honus Wagner,9.3,wagneho01,1906
Cy Seymour,8,seymocy01,1905
Honus Wagner,10.2,wagneho01,1905
Nap Lajoie,8.5,lajoina01,1904
Honus Wagner,8.3,wagneho01,1904
Nap Lajoie,7.9,lajoina01,1903
Honus Wagner,7.6,wagneho01,1903
Honus Wagner,7.3,wagneho01,1902
Nap Lajoie,8.3,lajoina01,1901
Bobby Wallace,7.8,wallabo01,1901
Ed Delahanty,8,delahed01,1899
John McGraw,8,mcgrajo02,1899
Hughie Jennings,7.5,jennihu01,1898
Hughie Jennings,7.3,jennihu01,1897
Ed Delahanty,7.3,delahed01,1896
Hughie Jennings,8.3,jennihu01,1896
Hughie Jennings,7.5,jennihu01,1895
Billy Hamilton,8.2,hamilbi02,1894
Dan Brouthers,8.8,broutda01,1892
Roger Connor,7.6,connoro01,1888
Dan Brouthers,8.2,broutda01,1886
King Kelly,7.3,kellyki01,1886
Roger Connor,8.2,connoro01,1885
Fred Dunlap,7.9,dunlafr01,1884
